,Feature,Definition,Score,CR.Mean,NonCR.mean,pvalue,padjust,
992,SMPDB.83,Verapamil.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
993,WikiPathways.141,Purine.metabolism,21.512,0.02% {2/110},0.01% {7/876},0.44,1,
994,REACTOME.260,ROS.and.RNS.production.in.phagocytes,21.512,0.03% {3/110},0.01% {6/876},0.2,1,
995,WikiPathways.140,PI3K.AKT.mTOR...VitD3.Signalling,21.512,0.05% {5/110},0% {4/876},0.044,1,
996,WikiPathways.134,miRNA.regulation.of.prostate.cancer.signaling,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
997,WikiPathways.139,One.Carbon.Metabolism,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
998,REACTOME.256,IRS.related.events.triggered.by.IGF1R,21.512,0.03% {3/110},0.01% {6/876},0.2,1,
999,WikiPathways.138,Nanoparticle.triggered.autophagic.cell.death,21.512,0.05% {5/110},0% {4/876},0.044,1,
1000,REACTOME.258,Lysosome.Vesicle.Biogenesis,21.512,0% {0/110},0.01% {9/876},0.003,1,
1001,WikiPathways.137,Ferroptosis,21.512,0.03% {3/110},0.01% {6/876},0.2,1,
1002,WikiPathways.133,T.Cell.antigen.Receptor..TCR..pathway.during.Staphylococcus.aureus.infection,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
1003,SMPDB.75,Propranolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
1004,Panther_Pathway.39,Thyrotropin.releasing_hormone_receptor_signaling,21.512,0.03% {3/110},0.01% {7/876},0.227,1,
1005,Panther_Pathway.38,Oxytocin_receptor_mediated_signaling,21.512,0.03% {3/110},0.01% {7/876},0.227,1,
1006,PID.63,Trk.receptor.signaling.mediated.by.the.MAPK,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
1007,IPAVS.7,positive_and_negative_inotropic_effects_induced_by_beta2AR_agonists_in_mamalian_right_papillary_muscles,21.512,0.02% {2/110},0.01% {13/876},0.804,1,
1008,REACTOME.352,GABA.synthesis..release..reuptake.and.degradation,21.512,0% {0/110},0.01% {5/876},0.025,1,
1009,REACTOME.293,Amino.acid.synthesis.and.interconversion..transamination.,21.512,0.02% {2/110},0.01% {5/876},0.341,1,
1010,REACTOME.108,Programmed.Cell.Death,21.512,0% {0/110},0.02% {18/876},2.03E-05,0.0290899,
1011,Panther_Pathway.20,TGF_beta_signaling,21.512,0% {0/110},0.02% {17/876},3.48E-05,0.0498684,
1012,WikiPathways.44,Chromosomal.and.microsatellite.instability.in.colorectal.cancer,21.512,0% {0/110},0.02% {21/876},4.10E-06,0.0058753,
1013,ACSN2.31,DEPENDANCE_RECEPTORS,21.512,0% {0/110},0.01% {9/876},0.003,1,
1014,Panther_Pathway.23,Muscarinic_acetylcholine_receptor_1_and_3_signaling,21.512,0.03% {3/110},0.01% {13/876},0.442,1,
1015,REACTOME.144,Signaling.by.RAS.mutants,20.93,0% {0/110},0.02% {15/876},1.02E-04,0.146166,
1016,REACTOME.192,FBXL7.down.regulates.AURKA.during.mitotic.entry.and.in.early.mitosis,20.93,0% {0/110},0.01% {12/876},5.15E-04,0.737995,
1017,SMPDB.70,Oxprenolol.Action.Pathway,20.93,0% {0/110},0.01% {10/876},0.002,1,
1018,REACTOME.189,Cdc20.Phospho.APC.C.mediated.degradation.of.Cyclin.A,20.93,0% {0/110},0.01% {12/876},5.15E-04,0.737995,
1019,NetPath.6,IL2,20.93,0.03% {3/110},0.02% {20/876},0.787,1,
1020,REACTOME.315,Constitutive.Signaling.by.EGFRvIII,20.93,0.01% {1/110},0.01% {5/876},0.721,1,
1021,KEGG.94,Thyroid.hormone.synthesis,20.93,0.02% {2/110},0.02% {17/876},0.928,1,
1022,SIGNOR2.0.10,SIGNOR.G2.M_trans,20.93,0% {0/110},0.01% {12/876},5.15E-04,0.737995,
1023,REACTOME.186,Activation.of.APC.C.and.APC.C.Cdc20.mediated.degradation.of.mitotic.proteins,20.93,0% {0/110},0.01% {12/876},5.15E-04,0.737995,
1024,INOH.8,Hedgehog,20.93,0% {0/110},0.03% {23/876},1.41E-06,0.00202053,
1025,REACTOME.312,Acetylcholine.Neurotransmitter.Release.Cycle,20.93,0% {0/110},0.01% {6/876},0.014,1,
1026,REACTOME.86,Pyruvate.metabolism.and.Citric.Acid..TCA..cycle,20.93,0.02% {2/110},0.02% {20/876},0.736,1,
1027,KEGG.84,Circadian.entrainment,20.93,0.05% {6/110},0.02% {14/876},0.084,1,
1028,Panther_Pathway.7,PDGF_signaling,20.93,0.03% {3/110},0.03% {23/876},0.951,1,
1029,SMPDB.82,Tocainide.Action.Pathway,20.93,0% {0/110},0.01% {10/876},0.002,1,
1030,KEGG.83,C.type.lectin.receptor.signaling,20.93,0.01% {1/110},0.03% {22/876},0.129,1,
1031,PID.91,Signaling.events.mediated.by.PRL,20.93,0% {0/110},0.01% {6/876},0.014,1,
1032,REACTOME.328,Norepinephrine.Neurotransmitter.Release.Cycle,20.93,0% {0/110},0.01% {6/876},0.014,1,
1033,SMPDB.81,Timolol.Action.Pathway,20.93,0% {0/110},0.01% {10/876},0.002,1,
1034,REACTOME.77,Signaling.by.VEGF,20.93,0.02% {2/110},0.03% {23/876},0.562,1,
1035,REACTOME.78,VEGFA.VEGFR2.Pathway,20.93,0.02% {2/110},0.03% {23/876},0.562,1,
1036,NetPath.28,IL11,20.93,0% {0/110},0.01% {6/876},0.014,1,
1037,KEGG.177,Biosynthesis.of.unsaturated.fatty.acids,20.93,0% {0/110},0.01% {6/876},0.014,1,
1038,PID.46,VEGFR3.signaling.in.lymphatic.endothelium,20.93,0.01% {1/110},0.01% {11/876},0.725,1,
1039,REACTOME.70,Biological.oxidations,20.93,0.05% {5/110},0.02% {21/876},0.299,1,
1040,REACTOME.203,Ubiquitin.Mediated.Degradation.of.Phosphorylated.Cdc25A,20.93,0% {0/110},0.01% {12/876},5.15E-04,0.737995,
1041,PID.45,Trk.receptor.signaling.mediated.by.PI3K.and.PLC.gamma,20.93,0.01% {1/110},0.01% {11/876},0.725,1,
1042,SMPDB.67,Nimodipine.Action.Pathway,20.93,0% {0/110},0.01% {10/876},0.002,1,
1043,KEGG.92,Osteoclast.differentiation,20.93,0.01% {1/110},0.02% {21/876},0.156,1,
1044,REACTOME.193,Hh.mutants.that.don.t.undergo.autocatalytic.processing.are.degraded.by.ERAD,20.93,0% {0/110},0.01% {12/876},5.15E-04,0.737995,
1045,SMPDB.77,Purine.Nucleoside.Phosphorylase.Deficiency,20.93,0.02% {2/110},0.01% {8/876},0.494,1,
1046,SMPDB.79,Retinol.Metabolism,20.93,0% {0/110},0.01% {10/876},0.002,1,
1047,REACTOME.143,Regulation.of.PTEN.stability.and.activity,20.93,0% {0/110},0.02% {15/876},1.02E-04,0.146166,
1048,WikiPathways.30,Amino.Acid.metabolism,20.93,0.04% {4/110},0.03% {23/876},0.59,1,
1049,REACTOME.360,SHC1.events.in.EGFR.signaling,20.93,0% {0/110},0.01% {5/876},0.025,1,
1050,INOH.2,EPO.signaling,20.93,0.06% {7/110},0.05% {41/876},0.492,1,
1051,REACTOME.368,VEGFR2.mediated.cell.proliferation,20.93,0% {0/110},0.01% {5/876},0.025,1,
1052,REACTOME.38,Nonsense.Mediated.Decay..NMD..independent.of.the.Exon.Junction.Complex..EJC.,20.93,0.01% {1/110},0.05% {47/876},2.07E-04,0.296631,
1053,KEGG.11,Cellular.senescence,20.93,0.05% {6/110},0.05% {41/876},0.736,1,
1054,PID.62,Signaling.events.regulated.by.Ret.tyrosine.kinase,20.93,0.01% {1/110},0.01% {9/876},0.903,1,
1055,REACTOME.41,Viral.mRNA.Translation,20.93,0.01% {1/110},0.05% {45/876},3.82E-04,0.547406,
1056,SMPDB.21,Carvedilol.Action.Pathway,20.93,0% {0/110},0.01% {11/876},8.87E-04,1,
1057,REACTOME.359,Regulation.of.PTEN.mRNA.translation,20.93,0% {0/110},0.01% {5/876},0.025,1,
1058,REACTOME.212,Golgi.Associated.Vesicle.Biogenesis,20.93,0.01% {1/110},0.01% {10/876},0.812,1,
1059,PharmGKB.6,Doxorubicin_Pathway_Cardiomyocyte_Cell_Pharmacodynamics,20.93,0% {0/110},0.01% {10/876},0.002,1,
1060,REACTOME.356,Plasma.lipoprotein.assembly,20.93,0% {0/110},0.01% {5/876},0.025,1,
1061,ACSN2.9,CASPASES,20.93,0.05% {5/110},0.04% {37/876},0.879,1,
1062,REACTOME.44,Metabolism.of.amino.acids.and.derivatives,20.93,0.05% {6/110},0.04% {36/876},0.556,1,
1063,KEGG.24,Insulin.resistance,20.93,0.08% {9/110},0.04% {32/876},0.096,1,
1064,REACTOME.218,Regulation.of.RUNX3.expression.and.activity,20.93,0% {0/110},0.01% {11/876},8.87E-04,1,
1065,ACSN2.14,MAPK,20.93,0.03% {3/110},0.04% {35/876},0.455,1,
1066,PID.60,RhoA.signaling,20.93,0% {0/110},0.01% {10/876},0.002,1,
1067,REACTOME.36,Influenza.Viral.RNA.Transcription.and.Replication,20.93,0.01% {1/110},0.06% {49/876},1.10E-04,0.15763,
1068,REACTOME.35,Formation.of.a.pool.of.free.40S.subunits,20.93,0.01% {1/110},0.06% {49/876},1.10E-04,0.15763,
1069,REACTOME.32,Influenza.Life.Cycle,20.93,0.01% {1/110},0.06% {51/876},5.82E-05,0.0834006,
1070,KEGG.159,Bladder.cancer,20.93,0% {0/110},0.01% {10/876},0.002,1,
1071,BioCarta.33,cystic.fibrosis.transmembrane.conductance.regulator..cftr..and.beta.2.adrenergic.receptor..b2ar.,20.93,0% {0/110},0.01% {7/876},0.008,1,
1072,BioCarta.31,bcr.signaling,20.93,0% {0/110},0.01% {10/876},0.002,1,
1073,BioCarta.30,agrin.in.postsynaptic.differentiation,20.93,0% {0/110},0.01% {10/876},0.002,1,
1074,KEGG.1,Thermogenesis,20.93,0.08% {9/110},0.06% {51/876},0.391,1,
1075,REACTOME.18,Signaling.by.Interleukins,20.93,0.04% {4/110},0.07% {59/876},0.12,1,
1076,SMPDB.159,Transfer.of.Acetyl.Groups.into.Mitochondria,20.93,0% {0/110},0.01% {5/876},0.025,1,
1077,BioCarta.29,activation.of.camp.dependent.protein.kinase.pka,20.93,0% {0/110},0.01% {7/876},0.008,1,
1078,ACSN2.30,CAF_INHIBITION_ANTITUMOR,20.93,0.02% {2/110},0.01% {8/876},0.494,1,
1079,WikiPathways.120,MAPK.Cascade,20.93,0% {0/110},0.01% {11/876},8.87E-04,1,
1080,SMPDB.152,Familial.Hypercholanemia..FHCA.,20.93,0% {0/110},0.01% {5/876},0.025,1,
1081,REACTOME.31,Major.pathway.of.rRNA.processing.in.the.nucleolus.and.cytosol,20.93,0.01% {1/110},0.06% {52/876},4.20E-05,0.060186,
1082,WikiPathways.118,IL.1.signaling,20.93,0% {0/110},0.01% {11/876},8.87E-04,1,
1083,SMPDB.150,Congenital.Bile.Acid.Synthesis.Defect.Type.III,20.93,0% {0/110},0.01% {5/876},0.025,1,
1084,SMPDB.149,Congenital.Bile.Acid.Synthesis.Defect.Type.II,20.93,0% {0/110},0.01% {5/876},0.025,1,
1085,INOH.4,insulin.Mam,20.93,0.07% {8/110},0.03% {30/876},0.136,1,
1086,Panther_Pathway.1,Inflammation_mediated_by_chemokine_and_cytokine_signaling,20.93,0.09% {10/110},0.03% {28/876},0.039,1,
1087,REACTOME.69,Transmission.across.Chemical.Synapses,20.93,0.05% {6/110},0.02% {21/876},0.174,1,
1088,WikiPathways.111,miRNA.Regulation.of.DNA.Damage.Response,20.93,0% {0/110},0.01% {12/876},5.15E-04,0.737995,
1089,BioCarta.25,gata3.participate.in.activating.the.th2.cytokine.genes.expression,20.93,0% {0/110},0.01% {8/876},0.005,1,
1090,KEGG.54,Neurotrophin.signaling,20.93,0.02% {2/110},0.03% {27/876},0.37,1,
1091,WikiPathways.175,Fatty.Acid.Biosynthesis,20.93,0% {0/110},0.01% {6/876},0.014,1,
1092,WikiPathways.112,miRs.in.Muscle.Cell.Differentiation,20.93,0% {0/110},0.01% {12/876},5.15E-04,0.737995,
1093,KEGG.59,Gastric.cancer,20.93,0.02% {2/110},0.03% {26/876},0.414,1,
1094,KEGG.60,Hepatocellular.carcinoma,20.93,0.03% {3/110},0.03% {25/876},0.939,1,
1095,SMPDB.142,Sphingolipid.Metabolism,20.93,0% {0/110},0.01% {6/876},0.014,1,
1096,SMPDB.47,Esmolol.Action.Pathway,20.93,0% {0/110},0.01% {10/876},0.002,1,
1097,INOH.5,insulin,20.93,0.07% {8/110},0.03% {29/876},0.124,1,
1098,WikiPathways.109,Oxidative.phosphorylation,20.93,0.01% {1/110},0.01% {11/876},0.725,1,
1099,SMPDB.48,Felodipine.Action.Pathway,20.93,0% {0/110},0.01% {10/876},0.002,1,
1100,WikiPathways.107,Hepatitis.C.and.Hepatocellular.Carcinoma,20.93,0% {0/110},0.01% {12/876},5.15E-04,0.737995,
1101,WikiPathways.105,DNA.IR.Double.Strand.Breaks..DSBs..and.cellular.response.via.ATM,20.93,0% {0/110},0.01% {12/876},5.15E-04,0.737995,
1102,NetPath.4,TGF_beta_Receptor,20.93,0.02% {2/110},0.03% {25/876},0.46,1,
1103,SMPDB.50,Fosphenytoin..Antiarrhythmic..Action.Pathway,20.93,0% {0/110},0.01% {10/876},0.002,1,
1104,WikiPathways.103,Common.Pathways.Underlying.Drug.Addiction,20.93,0.01% {1/110},0.01% {8/876},0.997,1,
1105,KEGG.52,Adrenergic.signaling.in.cardiomyocytes,20.93,0.05% {5/110},0.02% {21/876},0.299,1,
1106,EHMN.14,Bile.acid.biosynthesis,20.93,0% {0/110},0.01% {11/876},8.87E-04,1,
1107,EHMN.15,Omega.6.fatty.acid.metabolism,20.93,0% {0/110},0.01% {11/876},8.87E-04,1,
1108,INOH.31,HGF,20.93,0.01% {1/110},0.01% {10/876},0.812,1,
1109,REACTOME.47,HIV.Infection,20.93,0.01% {1/110},0.04% {36/876},0.005,1,
1110,NetPath.1,TNFalpha,20.93,0.03% {3/110},0.04% {33/876},0.539,1,
1111,REACTOME.209,APC.C.Cdh1.mediated.degradation.of.Cdc20.and.other.APC.C.Cdh1.targeted.proteins.in.late.mitosis.early.G1,20.93,0% {0/110},0.01% {11/876},8.87E-04,1,
1112,REACTOME.235,Ion.homeostasis,20.93,0% {0/110},0.01% {10/876},0.002,1,
1113,Panther_Pathway.35,Interferon_gamma_signaling,20.93,0% {0/110},0.01% {11/876},8.87E-04,1,
1114,REACTOME.237,Regulation.of.ornithine.decarboxylase..ODC.,20.93,0% {0/110},0.01% {10/876},0.002,1,
1115,IPAVS.4,Calcium_Signaling,20.93,0.04% {4/110},0.03% {26/876},0.723,1,
1116,KEGG.43,Serotonergic.synapse,20.93,0.06% {7/110},0.03% {22/876},0.111,1,
1117,SMPDB.32,Amiodarone.Action.Pathway,20.93,0% {0/110},0.01% {10/876},0.002,1,
1118,WikiPathways.15,Circadian.rhythm.related.genes,20.93,0.06% {7/110},0.03% {25/876},0.147,1,
1119,KEGG.45,Chemokine.signaling,20.93,0.05% {5/110},0.03% {26/876},0.449,1,
1120,KEGG.156,N.Glycan.biosynthesis,20.93,0.01% {1/110},0.01% {10/876},0.812,1,
1121,KEGG.154,Arachidonic.acid.metabolism,20.93,0% {0/110},0.01% {11/876},8.87E-04,1,
1122,WikiPathways.19,Breast.cancer,20.93,0.03% {3/110},0.03% {28/876},0.779,1,
1123,SMPDB.36,Betaxolol.Action.Pathway,20.93,0% {0/110},0.01% {10/876},0.002,1,
1124,PID.40,Fc.epsilon.receptor.I.signaling.in.mast.cells,20.93,0.01% {1/110},0.01% {11/876},0.725,1,
1125,KEGG.88,Signaling.pathways.regulating.pluripotency.of.stem.cells,20.93,0.02% {2/110},0.02% {21/876},0.675,1,
1126,REACTOME.248,DAG.and.IP3.signaling,20.93,0.01% {1/110},0.01% {8/876},0.997,1,
1127,BioCarta.6,role.of.erbb2.in.signal.transduction.and.oncology,20.93,0.01% {1/110},0.02% {16/876},0.368,1,
1128,WikiPathways.62,T.Cell.antigen.Receptor..TCR...Signaling,20.93,0% {0/110},0.02% {18/876},2.03E-05,0.0290899,
1129,SIGNOR2.0.9,SIGNOR.TC,20.93,0% {0/110},0.02% {14/876},1.74E-04,0.249342,
1130,REACTOME.172,Signaling.by.moderate.kinase.activity.BRAF.mutants,20.93,0% {0/110},0.02% {14/876},1.74E-04,0.249342,
1131,REACTOME.171,Signaling.by.NTRKs,20.93,0.02% {2/110},0.01% {12/876},0.738,1,
1132,BioCarta.4,nfat.and.hypertrophy.of.the.heart,20.93,0.01% {1/110},0.02% {16/876},0.368,1,
1133,WikiPathways.160,TNF.related.weak.inducer.of.apoptosis..TWEAK..Signaling,20.93,0.01% {1/110},0.01% {7/876},0.909,1,
1134,IPAVS.9,GSK3beta_regulation_by_signaling,20.93,0% {0/110},0.02% {15/876},1.02E-04,0.146166,
1135,Panther_Pathway.27,Enkephalin_release,20.93,0.05% {5/110},0.01% {8/876},0.075,1,
1136,REACTOME.243,CD209..DC.SIGN..signaling,20.93,0% {0/110},0.01% {9/876},0.003,1,
1137,INOH.15,PDGF,20.93,0.01% {1/110},0.02% {16/876},0.368,1,
1138,KEGG.125,Hypertrophic.cardiomyopathy..HCM.,20.93,0.02% {2/110},0.02% {15/876},0.938,1,
1139,INOH.23,TNF,20.93,0% {0/110},0.02% {15/876},1.02E-04,0.146166,
1140,EHMN.18,Di.unsaturated.fatty.acid.beta.oxidation,20.93,0% {0/110},0.01% {8/876},0.005,1,
1141,WikiPathways.151,IL.7.Signaling,20.93,0% {0/110},0.01% {8/876},0.005,1,
1142,WikiPathways.85,Envelope.proteins.and.their.potential.roles.in.EDMD.physiopathology,20.93,0.01% {1/110},0.01% {13/876},0.565,1,
1143,BioCarta.61,role.of.brca1.brca2.and.atr.in.cancer.susceptibility,20.93,0% {0/110},0.01% {7/876},0.008,1,
1144,ACSN2.27,S_PHASE_CHECKPOINT,20.93,0% {0/110},0.02% {14/876},1.74E-04,0.249342,
1145,REACTOME.105,Cyclin.A.Cdk2.associated.events.at.S.phase.entry,20.93,0% {0/110},0.02% {18/876},2.03E-05,0.0290899,
1146,EHMN.21,Butanoate.metabolism,20.93,0% {0/110},0.01% {7/876},0.008,1,
1147,INOH.44,Tyrosine.metabolism,20.93,0% {0/110},0.01% {7/876},0.008,1,
1148,BioCarta.15,angiotensin.ii.mediated.activation.of.jnk.pathway.via.pyk2.dependent.signaling,20.93,0.01% {1/110},0.01% {12/876},0.642,1,
1149,WikiPathways.136,Bladder.Cancer,20.93,0% {0/110},0.01% {9/876},0.003,1,
1150,PID.82,Circadian.rhythm,20.93,0% {0/110},0.01% {7/876},0.008,1,
1151,KEGG.170,Hedgehog.signaling,20.93,0% {0/110},0.01% {9/876},0.003,1,
1152,EHMN.5,Arachidonic.acid.metabolism,20.93,0.01% {1/110},0.02% {17/876},0.314,1,
1153,KEGG.147,Circadian.rhythm,20.93,0.02% {2/110},0.01% {11/876},0.674,1,
1154,REACTOME.134,Dectin.1.mediated.noncanonical.NF.kB.signaling,20.93,0% {0/110},0.02% {15/876},1.02E-04,0.146166,
1155,PID.29,Ceramide.signaling,20.93,0% {0/110},0.01% {13/876},2.99E-04,0.428467,
1156,PID.30,E2F.transcription.factor.network,20.93,0.02% {2/110},0.01% {11/876},0.674,1,
1157,REACTOME.101,Regulation.of.mRNA.stability.by.proteins.that.bind.AU.rich.elements,20.93,0% {0/110},0.02% {19/876},1.19E-05,0.0170527,
1158,INOH.37,Lysine.degradation,20.93,0% {0/110},0.01% {9/876},0.003,1,
1159,Panther_Pathway.19,Interleukin_signaling,20.93,0.03% {3/110},0.02% {14/876},0.486,1,
1160,UniProt_Pathways,Carbohydrate.metabolism...tricarboxylic.acid.cycle,20.93,0% {0/110},0.01% {8/876},0.005,1,
1161,REACTOME.113,Cyclin.E.associated.events.during.G1.S.transition,20.93,0% {0/110},0.02% {17/876},3.48E-05,0.0498684,
1162,REACTOME.288,Uptake.and.actions.of.bacterial.toxins,20.93,0% {0/110},0.01% {8/876},0.005,1,
1163,BioCarta.13,il.2.receptor.beta.chain.in.t.cell.activation,20.93,0.01% {1/110},0.01% {13/876},0.565,1,
1164,REACTOME.259,RNA.Polymerase.I.Transcription.Initiation,20.93,0.02% {2/110},0.01% {7/876},0.44,1,
1165,INOH.24,EGF,20.93,0% {0/110},0.02% {14/876},1.74E-04,0.249342,
1166,REACTOME.279,RAF.activation,20.93,0% {0/110},0.01% {8/876},0.005,1,
1167,REACTOME.123,ABC.family.proteins.mediated.transport,20.93,0% {0/110},0.02% {16/876},5.94E-05,0.0851202,
1168,stke.11,Mitochondrial.Pathway.of.Apoptosis..Caspases,20.93,0% {0/110},0.02% {15/876},1.02E-04,0.146166,
1169,REACTOME.128,Regulation.of.mitotic.cell.cycle,20.93,0% {0/110},0.02% {16/876},5.94E-05,0.0851202,
1170,REACTOME.132,Transcriptional.regulation.by.RUNX2,20.93,0% {0/110},0.02% {16/876},5.94E-05,0.0851202,
1171,WikiPathways.83,Viral.Acute.Myocarditis,20.93,0% {0/110},0.02% {15/876},1.02E-04,0.146166,
1172,REACTOME.283,Signalling.to.ERKs,20.93,0% {0/110},0.01% {8/876},0.005,1,
1173,KEGG.145,Sphingolipid.metabolism,20.93,0% {0/110},0.02% {14/876},1.74E-04,0.249342,
1174,ACSN2.24,G2_M_CHECKPOINT,20.93,0% {0/110},0.02% {16/876},5.94E-05,0.0851202,
1175,NetPath.20,IL3,20.93,0.01% {1/110},0.01% {13/876},0.565,1,
1176,PID.26,GMCSF.mediated.signaling.events,20.93,0.01% {1/110},0.01% {13/876},0.565,1,
1177,WikiPathways.69,Parkin.Ubiquitin.Proteasomal.System,20.93,0% {0/110},0.02% {17/876},3.48E-05,0.0498684,
1178,HumanCyc.7,MAP.kinase.cascade,20.93,0% {0/110},0.01% {8/876},0.005,1,
1179,WikiPathways.67,Cannabinoid.receptor.signaling,20.93,0% {0/110},0.02% {17/876},3.48E-05,0.0498684,
1180,WikiPathways.66,Association.Between.Physico.Chemical.Features.and.Toxicity.Associated,20.93,0.01% {1/110},0.02% {16/876},0.368,1,
1181,PID.27,IL4.mediated.signaling.events,20.93,0.02% {2/110},0.01% {12/876},0.738,1,
1182,PID.28,Signaling.events.mediated.by.Stem.cell.factor.receptor..c.Kit.,20.93,0.01% {1/110},0.01% {13/876},0.565,1,
1183,REACTOME.122,Regulation.of.TP53.Activity.through.Phosphorylation,20.93,0.02% {2/110},0.02% {15/876},0.938,1,
1184,REACTOME.251,Formation.of.Incision.Complex.in.GG.NER,20.93,0% {0/110},0.01% {9/876},0.003,1,
1185,SMPDB.12,Pyruvate.dehydrogenase.deficiency..E2.,20.93,0.02% {2/110},0.02% {14/876},0.871,1,
1186,PID.74,ATR.signaling,20.93,0% {0/110},0.01% {8/876},0.005,1,
1187,IPAVS.16,Role_of_PTEN_in_the_myocardial_response_to_pathological_biomechanical_stress,20.93,0.01% {1/110},0.01% {7/876},0.909,1,
1188,REACTOME.159,Activation.of.NF.kappaB.in.B.cells,20.93,0% {0/110},0.02% {14/876},1.74E-04,0.249342,
1189,REACTOME.160,Gene.and.protein.expression.by.JAK.STAT.signaling.after.Interleukin.12.stimulation,20.93,0.02% {2/110},0.01% {12/876},0.738,1,
1190,SMPDB.107,Morphine.Action.Pathway,20.93,0% {0/110},0.01% {8/876},0.005,1,
1191,SMPDB.15,Intracellular.Signalling.Through.Adenosine.Receptor.A2b.and.Adenosine,20.93,0.01% {1/110},0.01% {11/876},0.725,1,
1192,REACTOME.116,Interleukin.12.family.signaling,20.93,0.02% {2/110},0.02% {15/876},0.938,1,
1193,PID.14,Signaling.events.mediated.by.VEGFR1.and.VEGFR2,20.93,0.01% {1/110},0.02% {18/876},0.267,1,
1194,REACTOME.267,DARPP.32.events,20.93,0% {0/110},0.01% {8/876},0.005,1,
1195,REACTOME.173,AUF1..hnRNP.D0..binds.and.destabilizes.mRNA,20.93,0% {0/110},0.01% {13/876},2.99E-04,0.428467,
1196,KEGG.110,Th17.cell.differentiation,20.93,0.01% {1/110},0.02% {19/876},0.225,1,
1197,WikiPathways.98,Kit.receptor.signaling,20.93,0% {0/110},0.01% {13/876},2.99E-04,0.428467,
1198,BioCarta.42,inhibition.of.cellular.proliferation.by.gleevec,20.93,0.01% {1/110},0.01% {8/876},0.997,1,
1199,PID.7,IL2.mediated.signaling.events,20.93,0.01% {1/110},0.02% {20/876},0.188,1,
1200,Panther_Pathway.12,Apoptosis_signaling,20.93,0.01% {1/110},0.02% {20/876},0.188,1,
1201,KEGG.115,Non.small.cell.lung.cancer,20.93,0.01% {1/110},0.02% {18/876},0.267,1,
1202,REACTOME.177,G1.S.DNA.Damage.Checkpoints,20.93,0% {0/110},0.01% {13/876},2.99E-04,0.428467,
1203,BioCarta.70,hypoxia.and.p53.in.the.cardiovascular.system,20.93,0% {0/110},0.01% {6/876},0.014,1,
1204,BioCarta.20,t.cell.receptor.signaling,20.93,0.01% {1/110},0.01% {11/876},0.725,1,
1205,KEGG.117,Salivary.secretion,20.93,0.02% {2/110},0.02% {14/876},0.871,1,
1206,WikiPathways.171,Physiological.and.Pathological.Hypertrophy..of.the.Heart,20.93,0% {0/110},0.01% {7/876},0.008,1,
1207,WikiPathways.170,Photodynamic.therapy.induced.NFE2L2..NRF2..survival.signaling,20.93,0.01% {1/110},0.01% {6/876},0.814,1,
1208,WikiPathways.169,Nucleotide.Metabolism,20.93,0% {0/110},0.01% {7/876},0.008,1,
1209,KEGG.108,Renal.cell.carcinoma,20.93,0.02% {2/110},0.02% {18/876},0.863,1,
1210,REACTOME.308,Synthesis.of.bile.acids.and.bile.salts.via.24.hydroxycholesterol,20.93,0% {0/110},0.01% {7/876},0.008,1,
1211,REACTOME.180,Metabolism.of.polyamines,20.93,0% {0/110},0.01% {13/876},2.99E-04,0.428467,
1212,KEGG.105,Fc.epsilon.RI.signaling,20.93,0.01% {1/110},0.02% {19/876},0.225,1,
1213,REACTOME.175,Degradation.of.GLI1.by.the.proteasome,20.93,0% {0/110},0.01% {13/876},2.99E-04,0.428467,
1214,REACTOME.140,MyD88.independent.TLR4.cascade,20.93,0.01% {1/110},0.02% {14/876},0.493,1,
1215,REACTOME.137,Metabolism.of.nucleotides,20.93,0.02% {2/110},0.01% {13/876},0.804,1,
1216,SMPDB.114,Tryptophan.Metabolism,20.93,0% {0/110},0.01% {7/876},0.008,1,
1217,EHMN.3,Leukotriene.metabolism,20.93,0.01% {1/110},0.02% {20/876},0.188,1,
1218,PharmGKB,VEGF_Signaling_Pathway,20.93,0.01% {1/110},0.02% {19/876},0.225,1,
1219,BioCarta.76,tgf.beta.signaling,20.93,0% {0/110},0.01% {6/876},0.014,1,
1220,WikiPathways.127,Mammary.gland.development.pathway...Pregnancy.and.lactation..Stage.3.of.4.,20.93,0.01% {1/110},0.01% {9/876},0.903,1,
1221,REACTOME.174,Antigen.processing.Cross.presentation,20.93,0% {0/110},0.01% {13/876},2.99E-04,0.428467,
1222,NetPath.8,Alpha6Beta4Integrin,20.93,0.03% {3/110},0.02% {18/876},0.681,1,
1223,NetPath.11,IL4,20.93,0.01% {1/110},0.02% {18/876},0.267,1,
1224,ACSN2.32,IMMUNOSUPPRESSIVE_CYTOKINE,20.93,0% {0/110},0.01% {9/876},0.003,1,
1225,REACTOME.194,Intraflagellar.transport,20.93,0% {0/110},0.01% {12/876},5.15E-04,0.737995,
1226,KEGG.35,Oxidative.phosphorylation,20.93,0.05% {6/110},0.03% {29/876},0.344,1,
1227,REACTOME.130,Sphingolipid.metabolism,20.93,0% {0/110},0.02% {16/876},5.94E-05,0.0851202,
